,Event ID,Egress Event Time (MM-DD-YYYY),Device ID,Tag Number,Description,Manufacturer,Model Number,Last Seen Time,Last Location,Previous Egress Location,Status,Returned At,Unable to locate,Zone ID,Zone Category,Department ,Organization Id
584,,,ac233ff5a7c3,B63385,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:54 PM,,,Unable To Locate,2024-06-20T03:08:22+00:00,N,,,Hospital,max
585,22072024124330B62852,07-22-2024 12:43:30,ac233ff5ad2c,B62852,Ultrasound Units,Mindray,TE7,7-24-24 8:54 PM,Rockaway,,Returned,2024-07-22T20:23:04+00:00,N,,,Hospital,max
586,,,ac233ff5a751,rent10920,UNKNOWN,UNKNOWN,,7-24-24 8:54 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
587,,,ac233ff5ae33,B63338,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:54 PM,,,Unable To Locate,2024-07-15T13:09:34+00:00,N,,,Hospital,max
588,,,ac233ff5afdc,,,,,7-24-24 8:54 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
589,21072024212000B63604,07-21-2024 21:20:00,ac233ff5ad0c,B63604,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:53 PM,98 Exit,,Returned,2024-07-22T14:21:06+00:00,N,,,Hospital,max
590,,,ac233ff5ae21,B62598,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:53 PM,,,Unable To Locate,2024-07-18T16:37:45+00:00,N,,,Hospital,max
591,02072024171700B63616,07-02-2024 17:17:00,ac233ff5aafe,B63616,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:53 PM,ICU 1 - Refined,,In Hospital,2024-07-09T14:23:05+00:00,N,,,Hospital,max
592,,,ac233ff5aeb1,B62548,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:53 PM,,,Unable To Locate,2024-07-18T05:13:31+00:00,N,,,Hospital,max
593,,,ac233ff5a9a2,B62778,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:53 PM,NotInZone,,In Hospital,,N,,,Hospital,max
594,,,ac233ff5aacc,,,,,7-24-24 8:53 PM,,,Unable To Locate,2024-07-11T20:01:30+00:00,N,,,Hospital,max
595,,,ac233ff5afef,B62677,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:53 PM,,,Unable To Locate,2024-06-17T20:10:22+00:00,N,,,Hospital,max
596,,,ac233ff5acdb,B62656,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:53 PM,NotInZone,,In Hospital,,N,,,Hospital,max
597,,,ac233ff5a9a6,B62751,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:53 PM,NotInZone,,In Hospital,,N,,,Hospital,max
598,,,ac233ff5ab4b,B62662,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:52 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
599,,,ac233ff5acb9,B64627,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:52 PM,,,Unable To Locate,2024-07-01T01:02:23+00:00,N,,,Hospital,max
600,,,ac233ff5a8e7,B63569,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:52 PM,,,Unable To Locate,2024-06-11T14:08:02+00:00,N,,,Hospital,max
601,,,ac233ff5a86b,B63277,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:52 PM,,,Unable To Locate,2024-07-11T19:47:21+00:00,N,,,Hospital,max
602,,,ac233ff5a908,B63461,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:52 PM,,,Unable To Locate,2024-07-21T07:58:53+00:00,N,,,Hospital,max
603,08052024205830B61690,05-08-2024 20:58:30,ac233ff5a8ee,B61690,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,7-24-24 8:51 PM,NotInZone,,In Hospital,2024-06-12T13:16:16+00:00,N,,,Hospital,max
604,,,ac233ff5ace5,B64813,"Monitors, Vital Signs",Mindray,ACCUTORR7,7-24-24 8:51 PM,,,Unable To Locate,2024-06-07T22:32:04+00:00,N,,,Hospital,max
605,,,ac233ff5a874,B59564,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:51 PM,,,Unable To Locate,2024-07-23T22:52:28+00:00,N,,,Hospital,max
606,,,ac233ff5a939,B63482,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:51 PM,,Freight,Unable To Locate,2024-07-22T23:25:55+00:00,N,,,Hospital,max
607,18042024191500B63452,04-18-2024 19:15:00,ac233ff5ad30,B63452,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:51 PM,NotInZone,,In Hospital,2024-04-22T15:13:39+00:00,N,,,Hospital,max
608,,,ac233ff5af25,,,,,7-24-24 8:51 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
609,,,ac233ff5ab32,B63537,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:50 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
610,,,ac233ff5aeea,B62705,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:50 PM,NotInZone,,In Hospital,,N,,,Hospital,max
611,,,ac233ff5afea,,,,,7-24-24 8:49 PM,,,Unable To Locate,2024-07-23T08:29:41+00:00,N,,,Hospital,max
612,,,ac233ff5afa8,B63545,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:49 PM,,,Unable To Locate,2024-07-23T20:27:13+00:00,N,,,Hospital,max
613,,,ac233ff5aae0,B63598,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:48 PM,,,Unable To Locate,2024-07-24T01:43:00+00:00,N,,,Hospital,max
614,,,ac233ff5adfe,64759,UNKNOWN,UNKNOWN,,7-24-24 8:48 PM,,,Unable To Locate,2024-07-23T11:57:27+00:00,N,,,Hospital,max
615,,07-02-2024 17:13:30,ac233ff5ab26,,,,,7-24-24 8:47 PM,NotInZone,,In Hospital,2024-07-09T14:22:57+00:00,N,,,Hospital,max
616,,,ac233ff5aaf1,B63555,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:47 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
617,,,ac233ff5ad35,B63279,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:47 PM,,,Unable To Locate,2024-06-30T17:35:09+00:00,N,,,Hospital,max
618,23072024151200B58172,07-23-2024 15:12:00,ac233ff5a845,B58172,"Monitors, Vital Signs","Welch Allyn, Inc.",42MTB,7-24-24 8:47 PM,Freight,Freight,Returned,2024-07-23T18:21:06+00:00,N,FL01P3,Non-Productive,Hospital,max
619,,,ac233ff5ac97,B64814,"Monitors,VitalSigns",Mindray,ACCUTORR7,7-24-24 8:47 PM,NotInZone,,In Hospital,,N,,,Hospital,max
620,,,ac233ff5b031,B62558,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:47 PM,,,Unable To Locate,2024-07-12T08:55:25+00:00,N,,,Hospital,max
621,,,ac233ff5af96,B63286,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:47 PM,,,Unable To Locate,2024-07-22T10:21:56+00:00,N,,,Hospital,max
622,,07-21-2024 21:26:00,ac233ff5ab64,,,,,7-24-24 8:47 PM,98 Exit,,Returned,2024-07-22T14:20:41+00:00,N,,,Hospital,max
623,,,ac233ff5ab03,B63654,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:47 PM,,,Unable To Locate,2024-07-22T19:56:21+00:00,N,,,Hospital,max
624,,,ac233ff5a9a5,B64765,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:46 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
625,,,ac233ff5af8f,B64615,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:46 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
626,,,ac233ff5a91d,B63543,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:45 PM,,,Unable To Locate,2024-07-10T12:37:33+00:00,N,,,Hospital,max
627,,,ac233ff5aeb5,B62557,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:45 PM,,,Unable To Locate,2024-07-22T15:40:54+00:00,N,,,Hospital,max
628,,,ac233ff5ad0d,,,,,7-24-24 8:45 PM,,,Unable To Locate,2024-07-23T23:05:25+00:00,N,,,Hospital,max
629,,,ac233ff5ae45,B59564,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:45 PM,,,Unable To Locate,2024-07-16T19:29:03+00:00,N,,,Hospital,max
630,010520241901007959783,05-01-2024 19:01:00,ac233ff5a6c3,7959783,UNKNOWN,UNKNOWN,,7-24-24 8:45 PM,ICU 2 - Refined,,In Hospital,2024-06-07T13:38:53+00:00,N,,,Hospital,max
631,,,ac233ff5afbb,B61903,"Monitors,VitalSigns","WelchAllyn,Inc.",42MTB,7-24-24 8:45 PM,,,Unable To Locate,2024-07-23T15:31:18+00:00,N,,,Hospital,max
632,,,ac233ff5a789,,,,,7-24-24 8:44 PM,,,Unable To Locate,2024-07-23T23:29:37+00:00,N,,,Hospital,max
633,,,ac233ff5a84e,B61729,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-24-24 8:44 PM,,,Unable To Locate,2024-07-10T19:22:53+00:00,N,,,Hospital,max
634,,,ac233ff5a83e,B63447,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:43 PM,,,Unable To Locate,2024-07-23T02:15:29+00:00,N,,,Hospital,max
635,,,ac233ff5a883,B57232,Telemetry Box,GE Medical Systems,APEXProCH,7-24-24 8:42 PM,,,Unable To Locate,2024-07-22T19:54:23+00:00,N,,,Hospital,max
636,,,ac233ff5a886,b64956,UNKNOWN,UNKNOWN,,7-24-24 8:41 PM,,,Unable To Locate,2024-07-24T00:47:43+00:00,N,,,Hospital,max
637,,,ac233ff5b032,B63576,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:40 PM,,,Unable To Locate,2024-07-05T19:51:09+00:00,N,,,Hospital,max
638,,,ac233ff5af3b,,,,,7-24-24 8:39 PM,,,Unable To Locate,2024-07-07T02:03:02+00:00,N,,,Hospital,max
639,,,ac233ff5ad4c,B63490,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:39 PM,,,Unable To Locate,2024-07-23T17:01:06+00:00,N,,,Hospital,max
640,,,ac233ff5a922,B63345,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:38 PM,,,Unable To Locate,2024-07-24T04:34:14+00:00,N,,,Hospital,max
641,,,ac233ff5ad56,B63393,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:37 PM,NotInZone,,In Hospital,,N,,,Hospital,max
642,27062024203730B59417,06-27-2024 20:37:30,ac233ff5aafd,B59417,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:37 PM,98 Exit,,Returned,2024-07-22T22:26:22+00:00,N,,,Hospital,max
643,,,ac233ff5a9ba,B62829,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:37 PM,NotInZone,,In Hospital,,N,,,Hospital,max
644,,,ac233ff5afed,B62600,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:37 PM,NotInZone,,In Hospital,,N,,,Hospital,max
645,,,ac233ff5ad8f,,,,,7-24-24 8:37 PM,NotInZone,,In Hospital,,N,,,Hospital,max
646,,,ac233ff5a93c,B62788,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:37 PM,ICU 3,,In Hospital,,N,,,Hospital,max
647,,,ac233ff5a858,B59384,"Monitors,VitalSigns","WelchAllyn,Inc.",64MTXX,7-24-24 8:37 PM,,,Unable To Locate,2024-05-27T11:23:20+00:00,N,,,Hospital,max
648,,,ac233ff5aeec,B59088,"Monitors,VitalSigns","WelchAllyn,Inc.",VSM6000SERIES,7-24-24 8:37 PM,,,Unable To Locate,2024-06-18T21:56:42+00:00,N,,,Hospital,max
649,,,ac233ff5a853,10800,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:37 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
650,,,ac233ff5a6ab,B62614,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:37 PM,,,Unable To Locate,2024-07-16T15:18:59+00:00,N,,,Hospital,max
651,,,ac233ff5af15,,,,,7-24-24 8:36 PM,,,Unable To Locate,2024-04-15T01:12:47+00:00,N,,,Hospital,max
652,,,ac233ff5a719,,,,,7-24-24 8:36 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
653,,,ac233ff5a937,B62395,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:36 PM,,,Unable To Locate,2024-06-28T17:20:02+00:00,N,,,Hospital,max
654,,,ac233ff5a93e,B62847,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:36 PM,NotInZone,,In Hospital,,N,,,Hospital,max
655,,,ac233ff5a866,B65012,"Monitors,VitalSigns",Mindray,ACCUTORR7,7-24-24 8:36 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
656,,,ac233ff5a89e,,,,,7-24-24 8:36 PM,,,Unable To Locate,2024-07-24T01:54:59+00:00,N,,,Hospital,max
657,,,ac233ff5a850,B62681,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:36 PM,,,Unable To Locate,2024-07-24T00:22:42+00:00,N,,,Hospital,max
658,,,ac233ff5b00b,B61861,"Monitors,VitalSigns","WelchAllyn,Inc.",42MTB,7-24-24 8:36 PM,,,Unable To Locate,2024-06-25T18:28:44+00:00,N,,,Hospital,max
659,,,ac233ff5b01b,B62650,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:36 PM,,,Unable To Locate,2024-06-12T12:56:25+00:00,N,,,Hospital,max
660,,,ac233ff5b005,,,,,7-24-24 8:36 PM,NotInZone,,In Hospital,,N,,,Hospital,max
661,,,ac233ff5a93d,B64628,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:36 PM,NotInZone,,In Hospital,,N,,,Hospital,max
662,12072024185630B64349,07-12-2024 18:56:30,ac233ff5a85c,B64349,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:36 PM,98 Exit,,Returned,2024-07-22T22:48:52+00:00,N,,,Hospital,max
663,,,ac233ff5afb4,B62585,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:36 PM,,,Unable To Locate,2024-06-20T22:22:17+00:00,N,,,Hospital,max
664,,,ac233ff5ab37,,,,,7-24-24 8:36 PM,NotInZone,,In Hospital,,N,,,Hospital,max
665,21072024212600B63566,07-21-2024 21:26:00,ac233ff5a6d6,B63566,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:36 PM,98 Exit,,Returned,2024-07-22T14:21:20+00:00,N,,,Hospital,max
666,21072024212730B63352,07-21-2024 21:27:30,ac233ff5ad67,B63352,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:36 PM,98 Exit,,Returned,2024-07-22T14:21:08+00:00,N,,,Hospital,max
667,,06-07-2024 15:25:00,ac233ff5acef,,,,,7-24-24 8:36 PM,NotInZone,,In Hospital,2024-06-07T17:45:44+00:00,N,,,Hospital,max
668,,,ac233ff5afda,,,,,7-24-24 8:36 PM,,,Unable To Locate,2024-07-15T13:09:16+00:00,N,,,Hospital,max
669,,,ac233ff5af03,B62780,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:36 PM,NotInZone,,In Hospital,,N,,,Hospital,max
670,,,ac233ff5ac96,65331,,,,7-24-24 8:36 PM,,,Unable To Locate,2024-07-06T14:28:15+00:00,N,,,Hospital,max
671,,,ac233ff5b00f,B63264,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:36 PM,,,Unable To Locate,2024-06-24T02:55:00+00:00,N,,,Hospital,max
672,,,ac233ff5a93f,B64657,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:36 PM,NotInZone,,In Hospital,,N,,,Hospital,max
673,,,ac233ff5afc1,B62659,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:36 PM,,,Unable To Locate,2024-07-15T13:10:00+00:00,N,,,Hospital,max
674,,,ac233ff5a942,,,,,7-24-24 8:36 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
675,,,ac233ff5afd5,B61696,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,7-24-24 8:36 PM,,,Unable To Locate,2024-07-24T02:17:09+00:00,N,,,Hospital,max
676,,07-12-2024 19:02:30,ac233ff5ab0e,,,,,7-24-24 8:36 PM,98 Exit,,Returned,2024-07-20T17:36:58+00:00,N,,,Hospital,max
677,1707202422070065328,07-17-2024 22:07:00,ac233ff5ada6,65328,,,,7-24-24 8:36 PM,Freight,,Returned,2024-07-18T00:18:45+00:00,N,FL01P3,Non-Productive,Hospital,max
678,,,ac233ff5a6b2,B63433,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:36 PM,,,Unable To Locate,2024-06-25T18:51:13+00:00,N,,,Hospital,max
679,,,ac233ff5acd1,65340,,,,7-24-24 8:36 PM,,,Unable To Locate,2024-07-18T23:52:56+00:00,N,,,Hospital,max
680,,,ac233ff5afa2,,,,,7-24-24 8:36 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
681,,,ac233ff5acaf,B63613,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:36 PM,,,Unable To Locate,2024-06-17T20:10:31+00:00,N,,,Hospital,max
682,,,ac233ff5b00e,B62654,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:36 PM,NotInZone,,In Hospital,,N,,,Hospital,max
683,,,ac233ff5a99e,,,,,7-24-24 8:36 PM,NotInZone,,In Hospital,,N,,,Hospital,max
684,,,ac233ff5a94f,B62544,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:36 PM,,,Unable To Locate,2024-07-07T04:21:05+00:00,N,,,Hospital,max
685,,,ac233ff5a964,B62796,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:36 PM,NotInZone,,In Hospital,,N,,,Hospital,max
686,,,ac233ff5a93b,B62832,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:36 PM,,,Unable To Locate,2024-07-23T21:40:55+00:00,N,,,Hospital,max
687,,,ac233ff5a911,B63335,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:35 PM,,,Unable To Locate,2024-07-23T15:34:00+00:00,N,,,Hospital,max
688,,,ac233ff5af8e,B62741,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:35 PM,NotInZone,,In Hospital,,N,,,Hospital,max
689,,,ac233ff5aedf,B64667,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:35 PM,ICU 3,,In Hospital,,N,,,Hospital,max
690,,,ac233ff5a955,B64663,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:35 PM,OR Recovery - Refined,,In Hospital,,N,,,Hospital,max
691,,,ac233ff5afa7,B63422,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:35 PM,,,Unable To Locate,2024-06-12T16:23:44+00:00,N,,,Hospital,max
692,,,ac233ff5a9c3,B64630,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:35 PM,,,Unable To Locate,2024-07-23T18:24:21+00:00,N,,,Hospital,max
693,,,ac233ff5a9a9,B64632,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:35 PM,NotInZone,,In Hospital,,N,,,Hospital,max
694,,,ac233ff5ae58,B63344,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:34 PM,,,Unable To Locate,2024-06-13T15:14:19+00:00,N,,,Hospital,max
695,,,ac233ff5b035,B63491,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:34 PM,,,Unable To Locate,2024-07-17T01:38:38+00:00,N,,,Hospital,max
696,,,ac233ff5a963,,,,,7-24-24 8:34 PM,NotInZone,,In Hospital,,N,,,Hospital,max
697,,06-25-2024 20:14:30,ac233ff5ab5f,,,,,7-24-24 8:34 PM,NotInZone,,In Hospital,2024-07-17T15:05:42+00:00,N,,,Hospital,max
698,,,ac233ff5af12,,,,,7-24-24 8:34 PM,,,Unable To Locate,2024-07-23T00:16:40+00:00,N,,,Hospital,max
699,,,ac233ff5aeb9,B62683,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:34 PM,NotInZone,,In Hospital,,N,,,Hospital,max
700,,07-14-2024  0:00:00,ac233ff5affa,,,,,7-24-24 8:34 PM,NotInZone,,In Hospital,2024-07-14T02:35:23+00:00,N,,,Hospital,max
701,,,ac233ff5aef8,B64642,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:34 PM,ICU 3,,In Hospital,,N,,,Hospital,max
702,,,ac233ff5afb5,B65309,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-24-24 8:33 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
703,,,ac233ff5a9ad,B64641,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:32 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
704,,,ac233ff5ada9,,,,,7-24-24 8:32 PM,NotInZone,,In Hospital,,N,,,Hospital,max
705,,,ac233ff5a74d,B63615,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:32 PM,,,Unable To Locate,2024-07-20T01:20:23+00:00,N,,,Hospital,max
706,,,ac233ff5a87d,B63333,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:32 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
707,11062024134000B63499,06-11-2024 13:40:00,ac233ff5b039,B63499,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:32 PM,NotInZone,,In Hospital,2024-06-12T16:23:48+00:00,N,,,Hospital,max
708,,,ac233ff5ae17,B63374,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:32 PM,,,Unable To Locate,2024-07-23T14:30:42+00:00,N,,,Hospital,max
709,,,ac233ff5a86f,B63555,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:32 PM,NotInZone,,In Hospital,,N,,,Hospital,max
710,,,ac233ff5acbf,B63641,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:31 PM,,Freight,Unable To Locate,2024-07-22T20:36:47+00:00,N,,,Hospital,max
711,,,ac233ff5aaf8,B63365,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:30 PM,,,Unable To Locate,2024-04-17T04:10:10+00:00,N,,,Hospital,max
712,,,ac233ff5acbb,B63406,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:30 PM,,Freight,Unable To Locate,2024-07-19T00:27:03+00:00,N,,,Hospital,max
713,,,ac233ff5ab2f,,,,,7-24-24 8:30 PM,,98 Exit,Unable To Locate,2024-06-12T23:03:48+00:00,N,,,Hospital,max
714,,,ac233ff5a95c,B63456,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:30 PM,,,Unable To Locate,2024-07-21T09:02:41+00:00,N,,,Hospital,max
715,,,ac233ff5ae4c,B63322,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:30 PM,,,Unable To Locate,2024-06-15T20:14:23+00:00,N,,,Hospital,max
716,,,ac233ff5af9d,B63611,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:29 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
717,,,ac233ff5af0a,B59078,"Monitors,VitalSigns","WelchAllyn,Inc.",VSM6000SERIES,7-24-24 8:28 PM,,,Unable To Locate,2024-07-19T08:55:02+00:00,N,,,Hospital,max
718,,,ac233ff5b007,,,,,7-24-24 8:28 PM,,,Unable To Locate,2024-07-23T21:51:03+00:00,N,,,Hospital,max
719,,,ac233ff5a959,B62713,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:28 PM,NotInZone,,In Hospital,,N,,,Hospital,max
720,,,ac233ff5af9e,B64635,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:28 PM,,,Unable To Locate,2024-07-14T18:14:57+00:00,N,,,Hospital,max
721,,,ac233ff5a85f,B62552,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:25 PM,,,Unable To Locate,2024-07-23T22:09:24+00:00,N,,,Hospital,max
722,18042024191500B59184,04-18-2024 19:15:00,ac233ff5ab1f,B59184,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:25 PM,NotInZone,,In Hospital,2024-06-19T15:33:31+00:00,N,,,Hospital,max
723,,,ac233ff5a8e0,B62800,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:23 PM,,,Unable To Locate,2024-07-16T22:50:22+00:00,N,,,Hospital,max
724,23072024223600B63627,07-23-2024 22:36:00,ac233ff5a7e6,B63627,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:17 PM,Freight,,Returned,2024-07-24T00:42:41+00:00,N,FL01P3,Non-Productive,Hospital,max
725,,,ac233ff5a8d4,B62568,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:15 PM,,,Unable To Locate,2024-07-23T21:41:13+00:00,N,,,Hospital,max
726,,,ac233ff5ad54,,,,,7-24-24 8:14 PM,,,Unable To Locate,2024-07-24T02:35:06+00:00,N,,,Hospital,max
727,,,ac233ff5a95a,B62802,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:14 PM,,,Unable To Locate,2024-07-23T21:14:49+00:00,N,,,Hospital,max
728,,07-03-2024 20:07:00,ac233ff5acfe,,,,,7-24-24 8:12 PM,NotInZone,,In Hospital,2024-07-09T14:23:14+00:00,N,,,Hospital,max
729,,,ac233ff5adad,B63614,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:10 PM,,,Unable To Locate,2024-07-23T09:28:21+00:00,N,,,Hospital,max
730,,,ac233ff5a934,B61904,"Monitors,VitalSigns","WelchAllyn,Inc.",42MTB,7-24-24 8:08 PM,,,Unable To Locate,2024-07-23T20:23:10+00:00,N,,,Hospital,max
731,,,ac233ff5aee8,B63362,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:07 PM,,,Unable To Locate,2024-07-24T03:19:10+00:00,N,,,Hospital,max
